DTM	RACMO_EH5_PET
1966-12-15	6.72733716514701
1967-01-15	0
1967-02-15	10.3479470126234
1967-03-15	27.2333264655161
1967-04-15	60.9036154521159
1967-05-15	94.2676505972051
1967-06-15	116.064530203807
1967-07-15	115.953057662043
1967-08-15	95.6677499187322
1967-09-15	64.223971043212
1967-10-15	30.1399695897795
1967-11-15	10.025261648412
1967-12-15	7.2467740120261
1968-01-15	5.92885003368589
1968-02-15	12.6834424402682
1968-03-15	33.4009044667582
1968-04-15	45.2814384626479
1968-05-15	82.8929480325811
1968-06-15	113.917398205454
1968-07-15	128.924130817388
1968-08-15	101.045113529961
1968-09-15	56.8454436257282
1968-10-15	23.8833220127745
1968-11-15	11.279838167874
1968-12-15	2.36442686541441
1969-01-15	0.899236261484166
1969-02-15	8.68215946547997
1969-03-15	24.2289059313595
1969-04-15	47.7356707163325
1969-05-15	94.4338219304862
1969-06-15	98.2177102566808
1969-07-15	117.42477700337
1969-08-15	94.4434048152598
1969-09-15	58.5812546446015
1969-10-15	27.5819890530867
1969-11-15	8.7804260016435
1969-12-15	5.5132078877157
1970-01-15	4.09833271854701
1970-02-15	8.17745129755486
1970-03-15	14.3627368566739
1970-04-15	49.7960810807934
1970-05-15	85.1337436927821
1970-06-15	101.17685866515
1970-07-15	98.7462505250485
1970-08-15	86.0778732762501
1970-09-15	58.8152033716691
1970-10-15	22.8748281807062
1970-11-15	8.1128706639626
1970-12-15	5.79968536403182
1971-01-15	0
1971-02-15	1.48648310650267
1971-03-15	16.7762791933712
1971-04-15	43.2193486761494
1971-05-15	82.8488315452106
1971-06-15	101.700441292234
1971-07-15	109.736841167948
1971-08-15	95.2946216454449
1971-09-15	53.286072959446
1971-10-15	27.506107418281
1971-11-15	10.4380520583595
1971-12-15	5.41097374510477
1972-01-15	1.09778799293805
1972-02-15	3.77477611167943
1972-03-15	21.321670466785
1972-04-15	55.6748752781815
1972-05-15	82.7439641094595
1972-06-15	113.345684873863
1972-07-15	103.619311196114
1972-08-15	89.5653602370057
1972-09-15	56.3249779086106
1972-10-15	24.5629600195984
1972-11-15	10.541105353905
1972-12-15	5.71666307494957
1973-01-15	5.64748500385867
1973-02-15	11.9857319341822
1973-03-15	27.1837771763362
1973-04-15	39.7901950461199
1973-05-15	101.966510273388
1973-06-15	115.261908561133
1973-07-15	113.142735368257
1973-08-15	93.0463381078716
1973-09-15	58.4045314076446
1973-10-15	30.3173681010395
1973-11-15	12.0170251308293
1973-12-15	2.44016639266495
1974-01-15	2.20664131726722
1974-02-15	9.76861787640825
1974-03-15	24.4065597269539
1974-04-15	53.7886939025145
1974-05-15	76.223175511656
1974-06-15	100.235162469189
1974-07-15	125.920623833349
1974-08-15	105.013424191195
1974-09-15	60.5137956576731
1974-10-15	25.7900745173029
1974-11-15	9.18278874368235
1974-12-15	3.19037051298441
1975-01-15	3.60537732915566
1975-02-15	12.2562670979537
1975-03-15	22.7814128438348
1975-04-15	53.0428779454066
1975-05-15	94.3879396427973
1975-06-15	104.336002945436
1975-07-15	117.60900411832
1975-08-15	100.502230453239
1975-09-15	56.3509343456213
1975-10-15	29.2479505249435
1975-11-15	10.0797593061268
1975-12-15	4.68640364183858
1976-01-15	5.09617679049759
1976-02-15	11.0506263425779
1976-03-15	30.6918708969377
1976-04-15	56.1874797241515
1976-05-15	99.5373884925203
1976-06-15	111.792607270468
1976-07-15	121.134946167113
1976-08-15	103.982781386651
1976-09-15	56.0699755634047
1976-10-15	33.2431149515796
1976-11-15	12.2311218722515
1976-12-15	6.1389037877689
1977-01-15	3.81334545161682
1977-02-15	1.53444313026262
1977-03-15	18.4464190598847
1977-04-15	40.6607972873544
1977-05-15	74.7885958099554
1977-06-15	113.239992955342
1977-07-15	116.288040749579
1977-08-15	92.3577017734603
1977-09-15	58.8214637766352
1977-10-15	27.6177437091545
1977-11-15	11.8358963257703
1977-12-15	2.18731235831739
1978-01-15	5.19330066371085
1978-02-15	9.81350981835214
1978-03-15	22.8782094687353
1978-04-15	50.6820747442239
1978-05-15	84.8523944831493
1978-06-15	122.162418565569
1978-07-15	104.298755420246
1978-08-15	86.0095761059646
1978-09-15	53.8335972914222
1978-10-15	34.1681105246168
1978-11-15	10.0085079004118
1978-12-15	5.4586582877185
1979-01-15	4.44335325071918
1979-02-15	6.48483820971802
1979-03-15	27.2214241259856
1979-04-15	50.9605541373183
1979-05-15	97.9588968496161
1979-06-15	102.927466676525
1979-07-15	115.855306144284
1979-08-15	101.19350188516
1979-09-15	58.2704537792866
1979-10-15	28.8372975010874
1979-11-15	12.5107521811739
1979-12-15	4.84012690876378
1980-01-15	5.19575066652735
1980-02-15	6.7612032295461
1980-03-15	26.5474643400629
1980-04-15	54.472973092308
1980-05-15	78.9763704591356
1980-06-15	102.117132330386
1980-07-15	111.398326856226
1980-08-15	102.837270553387
1980-09-15	55.0215015573478
1980-10-15	22.7905896254223
1980-11-15	5.26929170390274
1980-12-15	2.02662476365036
1981-01-15	0.542855894381766
1981-02-15	3.41977154101195
1981-03-15	22.2966916882929
1981-04-15	46.6293904286717
1981-05-15	95.0678271436509
1981-06-15	98.9861918575978
1981-07-15	110.168517428991
1981-08-15	94.2778816104235
1981-09-15	53.2634102550911
1981-10-15	27.5515714466765
1981-11-15	12.6892949789603
1981-12-15	5.02789074320829
1982-01-15	1.17712914452061
1982-02-15	2.89595571219425
1982-03-15	12.7281714315376
1982-04-15	39.2027429710467
1982-05-15	85.7883835843118
1982-06-15	104.290339762761
1982-07-15	116.479842426927
1982-08-15	96.6489831241688
1982-09-15	55.442841134147
1982-10-15	28.0163640281857
1982-11-15	8.62627582923899
1982-12-15	6.35473600256189
1983-01-15	6.79838778682682
1983-02-15	11.5097036064354
1983-03-15	30.1297944496385
1983-04-15	58.7206052334406
1983-05-15	84.1659139749769
1983-06-15	100.689977435675
1983-07-15	114.84809271987
1983-08-15	99.3187820364998
1983-09-15	63.1119379789384
1983-10-15	31.9139460482044
1983-11-15	10.0135993362964
1983-12-15	2.49607822507917
1984-01-15	5.19444234437569
1984-02-15	13.8389085400143
1984-03-15	15.9279568194545
1984-04-15	46.8378080341035
1984-05-15	83.1960779830464
1984-06-15	101.653851916516
1984-07-15	114.634731553095
1984-08-15	100.751198494671
1984-09-15	57.727458587943
1984-10-15	26.122871864583
1984-11-15	9.7786398385958
1984-12-15	4.40783802864136
1985-01-15	3.38220421727212
1985-02-15	4.22065873175709
1985-03-15	25.4345019581269
1985-04-15	44.4673601604115
1985-05-15	89.9943846955858
1985-06-15	116.466474087943
1985-07-15	106.275164630841
1985-08-15	87.9099738833288
1985-09-15	58.3047054859734
1985-10-15	26.0011282965569
1985-11-15	10.7537096787802
1985-12-15	5.95454410225325
1986-01-15	4.67399657492389
1986-02-15	6.16570748261453
1986-03-15	24.2581917311775
1986-04-15	48.8039387493942
1986-05-15	93.7290980963447
1986-06-15	102.179698973291
1986-07-15	118.40358445573
1986-08-15	100.348813616247
1986-09-15	68.1672677263746
1986-10-15	33.7318083670833
1986-11-15	11.0350537632556
1986-12-15	5.71748198289999
1987-01-15	0.87644313383725
1987-02-15	1.07715273081854
1987-03-15	28.1355145042563
1987-04-15	41.8296360128573
1987-05-15	86.878820790539
1987-06-15	113.965535505849
1987-07-15	105.58070862944
1987-08-15	90.1580501341268
1987-09-15	61.619154344367
1987-10-15	32.7939181708888
1987-11-15	10.06044011181
1987-12-15	7.20210271480834
1988-01-15	7.37119812499447
1988-02-15	10.9368395972965
1988-03-15	20.8322385802406
1988-04-15	41.9036592724938
1988-05-15	81.0629933191074
1988-06-15	113.150596636436
1988-07-15	120.27775308262
1988-08-15	88.9841929549117
1988-09-15	51.7609751264026
1988-10-15	29.2333191201712
1988-11-15	7.21335209840738
1988-12-15	6.88650289445988
1989-01-15	6.91834230066649
1989-02-15	0.488746440853763
1989-03-15	25.8294021250622
1989-04-15	58.6330175656635
1989-05-15	82.4549186518681
1989-06-15	110.980111697925
1989-07-15	107.930315778009
1989-08-15	93.3539820090515
1989-09-15	53.4809799818087
1989-10-15	33.2538450761009
1989-11-15	13.0353170645312
1989-12-15	0.233166733386508
1990-01-15	2.40259614216543
1990-02-15	9.93293847984133
1990-03-15	19.4312615903364
1990-04-15	48.1087102667952
1990-05-15	79.8772845011289
1990-06-15	101.684451259754
1990-07-15	116.593631640692
1990-08-15	95.3342860058326
1990-09-15	58.7014012786128
1990-10-15	29.1647791150772
1990-11-15	12.7006827943112
1990-12-15	3.8849205285275
1991-01-15	7.10284607280683
1991-02-15	5.70223492741562
1991-03-15	29.5958379149887
1991-04-15	39.9330466163414
1991-05-15	98.8249106064475
1991-06-15	105.028599313287
1991-07-15	103.785903921632
1991-08-15	88.0930946456012
1991-09-15	64.7550631977471
1991-10-15	26.3763891856166
1991-11-15	11.445547210028
1991-12-15	7.56302818672556
1992-01-15	6.03291840525796
1992-02-15	8.60073875691832
1992-03-15	30.0681300371529
1992-04-15	59.2596725748896
1992-05-15	92.6692358600964
1992-06-15	113.20122491356
1992-07-15	116.053628018896
1992-08-15	102.28699829538
1992-09-15	58.0353371952673
1992-10-15	29.3409346093054
1992-11-15	10.7814919363511
1992-12-15	8.77071590413028
1993-01-15	8.46116771714549
1993-02-15	9.27052029135901
1993-03-15	35.0492989623834
1993-04-15	58.4476907576468
1993-05-15	95.5672686372455
1993-06-15	109.33386580028
1993-07-15	118.741584706862
1993-08-15	100.842718806006
1993-09-15	60.8131852948661
1993-10-15	32.6305200564487
1993-11-15	7.85711511544581
1993-12-15	2.2452271796014
1994-01-15	8.4768220822209
1994-02-15	11.6105995289614
1994-03-15	18.6765110500681
1994-04-15	54.6669235130792
1994-05-15	92.7457926141695
1994-06-15	117.105358181738
1994-07-15	122.915220562137
1994-08-15	101.964576274843
1994-09-15	60.7125186834258
1994-10-15	31.2391334182335
1994-11-15	11.3654548936276
1994-12-15	9.61700106621369
1995-01-15	4.71462028454128
1995-02-15	0
1995-03-15	32.4061195990697
1995-04-15	57.7478601765825
1995-05-15	89.7735564336853
1995-06-15	111.827422080026
1995-07-15	109.746319164029
1995-08-15	95.8263710689872
1995-09-15	51.2497815526921
1995-10-15	38.2966546558573
1995-11-15	7.35352495092502
1995-12-15	5.40137244501643
1996-01-15	5.53222905391784
1996-02-15	6.62770880935893
1996-03-15	31.9932099762265
1996-04-15	43.5830490343606
1996-05-15	83.6059932445767
1996-06-15	110.76569432605
1996-07-15	118.687769462551
1996-08-15	103.618618845544
1996-09-15	59.5811655345415
1996-10-15	30.4826710234607
1996-11-15	7.96668199920069
1996-12-15	3.99899958706625
1997-01-15	4.39002755344441
1997-02-15	2.39268824822499
1997-03-15	17.0027840105638
1997-04-15	59.6772798150196
1997-05-15	89.3926297429839
1997-06-15	103.469130171396
1997-07-15	125.42545989922
1997-08-15	103.992478243922
1997-09-15	62.3967493715445
1997-10-15	26.7721182606608
1997-11-15	11.8694816678577
1997-12-15	6.89059491386985
1998-01-15	7.72343903513188
1998-02-15	12.1963934050797
1998-03-15	23.9172168599719
1998-04-15	53.3949925408337
1998-05-15	86.6249528122053
1998-06-15	121.963427552433
1998-07-15	120.252119057108
1998-08-15	98.6520425584127
1998-09-15	61.7965042766919
1998-10-15	31.9551552287966
1998-11-15	11.7470068287865
1998-12-15	5.07544991514884
1999-01-15	7.29726193373704
1999-02-15	10.2642078476146
1999-03-15	34.3648902087086
1999-04-15	51.3141529848162
1999-05-15	90.8679851340342
1999-06-15	107.969644285636
1999-07-15	122.39075060977
1999-08-15	102.914898909044
1999-09-15	53.0784558899217
1999-10-15	29.1327201295877
1999-11-15	3.70879762989137
1999-12-15	0.548701026742293
2000-01-15	1.5611692352164
2000-02-15	11.6410957047111
2000-03-15	23.5442148682192
2000-04-15	56.9965871923018
2000-05-15	94.8735554557004
2000-06-15	110.948972324442
2000-07-15	116.765810515015
2000-08-15	90.2912382936198
2000-09-15	51.6867565547508
2000-10-15	28.7322071114382
2000-11-15	11.2493569685485
2000-12-15	4.38900232531939
2001-01-15	2.01194117545328
2001-02-15	1.74577082012608
2001-03-15	29.8205484387152
2001-04-15	46.0128925686624
2001-05-15	83.7760203889973
2001-06-15	100.50376395201
2001-07-15	117.571195658265
2001-08-15	90.9765008072441
2001-09-15	67.5584224554353
2001-10-15	30.9972813779747
2001-11-15	11.066305271592
2001-12-15	6.11188794485685
2002-01-15	5.48410030473215
2002-02-15	10.7921173743918
2002-03-15	27.4374448891005
2002-04-15	52.2377192530532
2002-05-15	82.2371987401042
2002-06-15	112.608337923537
2002-07-15	109.276529962492
2002-08-15	96.9019158867043
2002-09-15	56.8658818986638
2002-10-15	32.9963424012082
2002-11-15	12.3992591674503
2002-12-15	0.740323080446444
2003-01-15	4.50487033241878
2003-02-15	10.5828055588601
2003-03-15	29.2292781151486
2003-04-15	54.1977716279133
2003-05-15	94.1984410380264
2003-06-15	112.565154558886
2003-07-15	113.213380971322
2003-08-15	103.667644146807
2003-09-15	60.4909212620274
2003-10-15	25.6781676457701
2003-11-15	11.1912922359865
2003-12-15	8.32677552817884
2004-01-15	2.73430085703823
2004-02-15	8.49362459143899
2004-03-15	12.1662686700947
2004-04-15	50.2887218416353
2004-05-15	80.9684416681273
2004-06-15	106.251586385924
2004-07-15	128.670328022266
2004-08-15	101.45422788481
2004-09-15	60.2086197354963
2004-10-15	29.1295695313876
2004-11-15	9.44484019986959
2004-12-15	2.33218667937722
2005-01-15	2.80375531755258
2005-02-15	12.1747124387324
2005-03-15	15.1736320943201
2005-04-15	51.140289541328
2005-05-15	83.0036857178334
2005-06-15	109.218948802249
2005-07-15	117.097210663044
2005-08-15	93.7142515807541
2005-09-15	54.9497981647959
2005-10-15	24.6637821016945
2005-11-15	10.9728412925402
2005-12-15	0.530203864964196
2006-01-15	6.16573870895953
2006-02-15	12.5541501771689
2006-03-15	28.2626385933809
2006-04-15	43.0150879700138
2006-05-15	81.6451954218312
2006-06-15	108.930827975545
2006-07-15	109.06021661406
2006-08-15	98.1136165135083
2006-09-15	60.6914268546014
2006-10-15	30.6251338808642
2006-11-15	8.41084766277895
2006-12-15	5.77090824885368
2007-01-15	1.84301983462517
2007-02-15	0.542201754143585
2007-03-15	23.3444059261507
2007-04-15	40.9481635347249
2007-05-15	90.0782124202004
2007-06-15	100.759842903652
2007-07-15	101.507594519536
2007-08-15	79.3661044260748
2007-09-15	57.6877342044931
2007-10-15	26.1601667564178
2007-11-15	8.86812538756405
2007-12-15	3.33714478425604
2008-01-15	0
2008-02-15	4.56777253597759
2008-03-15	36.5779810897823
2008-04-15	71.0204434990376
2008-05-15	83.0194237953374
2008-06-15	120.006085344325
2008-07-15	108.234667261609
2008-08-15	110.385535205693
2008-09-15	52.9743401564377
2008-10-15	31.3085823569022
2008-11-15	8.95806714666224
2008-12-15	5.52677111313519
2009-01-15	8.30437977697189
2009-02-15	7.49582443782742
2009-03-15	30.2100296108716
2009-04-15	58.4434573617391
2009-05-15	85.5040873080275
2009-06-15	110.465993330228
2009-07-15	123.227080466828
2009-08-15	87.3538829441998
2009-09-15	54.2790453115405
2009-10-15	24.1627281655986
2009-11-15	11.0715801356609
2009-12-15	1.10993493446047
2010-01-15	3.09795768401542
2010-02-15	14.156145861813
2010-03-15	29.3572566418459
2010-04-15	61.8231557019063
2010-05-15	89.8554580361056
2010-06-15	109.871209020615
2010-07-15	105.017809608534
2010-08-15	94.5898672517358
2010-09-15	49.6113293924703
2010-10-15	24.7465431442871
2010-11-15	12.1934778438028
2010-12-15	1.15760362908735
2011-01-15	1.11627417168626
2011-02-15	4.40763193974634
2011-03-15	27.2937266870979
2011-04-15	53.1960757335978
2011-05-15	80.818666537013
2011-06-15	113.730203093537
2011-07-15	131.610398824052
2011-08-15	103.797953422198
2011-09-15	54.7278111506269
2011-10-15	33.0722890019271
2011-11-15	13.4017992721716
2011-12-15	6.92938603531061
2012-01-15	7.87640556309662
2012-02-15	11.6230157482264
2012-03-15	26.5142931643694
2012-04-15	48.1139688625209
2012-05-15	91.0856176307122
2012-06-15	101.133636015571
2012-07-15	113.074510925859
2012-08-15	99.1545877201398
2012-09-15	58.8422966279855
2012-10-15	33.1893757089616
2012-11-15	9.89724809994681
2012-12-15	4.31878877710284
2013-01-15	6.28232958898977
2013-02-15	15.6467629652287
2013-03-15	35.1395031413564
2013-04-15	46.0375260442475
2013-05-15	92.3811426345568
2013-06-15	124.161668397764
2013-07-15	129.266729975577
2013-08-15	100.605887500532
2013-09-15	56.2198526690375
2013-10-15	29.8886502798627
2013-11-15	10.58484134149
2013-12-15	4.53006990846556
2014-01-15	1.59120686272102
2014-02-15	4.47725985537099
2014-03-15	24.3143348972573
2014-04-15	51.4286543971989
2014-05-15	93.8119098258595
2014-06-15	112.043737678083
2014-07-15	116.571132457977
2014-08-15	101.472833968884
2014-09-15	63.5240999402111
2014-10-15	29.5211748839682
2014-11-15	11.4296827902486
2014-12-15	1.76437038887487
2015-01-15	4.38102399410485
2015-02-15	2.52478583200372
2015-03-15	27.2925698488999
2015-04-15	49.5760357838735
2015-05-15	82.4253197329858
2015-06-15	124.058697628169
2015-07-15	120.642897812428
2015-08-15	100.720695411673
2015-09-15	62.5657527262417
2015-10-15	33.1391622981284
2015-11-15	10.1913381080017
2015-12-15	2.25509281671731
2016-01-15	4.50664694695627
2016-02-15	11.0062660079742
2016-03-15	32.8101852083615
2016-04-15	64.0319371792885
2016-05-15	85.6385476843764
2016-06-15	111.55741294108
2016-07-15	114.815922031495
2016-08-15	101.13091439346
2016-09-15	63.0082666786473
2016-10-15	29.1173861834632
2016-11-15	10.062441415342
2016-12-15	3.34284947663304
2017-01-15	6.65702961491733
2017-02-15	6.68572670278074
2017-03-15	32.045221498547
2017-04-15	59.25968312227
2017-05-15	86.0548774767018
2017-06-15	123.069767055939
2017-07-15	119.864737497908
2017-08-15	90.802335705085
2017-09-15	63.3526298723572
2017-10-15	32.7579443004931
2017-11-15	6.3192530223864
2017-12-15	4.34248977081241
2018-01-15	5.86250325410209
2018-02-15	9.5698903556745
2018-03-15	22.6143064655397
2018-04-15	54.3669316758775
2018-05-15	97.1285670463342
2018-06-15	122.904493532636
2018-07-15	126.245459857658
2018-08-15	102.638990000305
2018-09-15	64.323239135154
2018-10-15	30.1155482157441
2018-11-15	10.4599794898028
2018-12-15	4.95166059470754
2019-01-15	4.56553757618186
2019-02-15	9.76689926133313
2019-03-15	35.2487754470717
2019-04-15	56.7177066252386
2019-05-15	100.556657179953
2019-06-15	107.282316280832
2019-07-15	123.073626322505
2019-08-15	103.922668795551
2019-09-15	63.8347013287754
2019-10-15	34.7950336510139
2019-11-15	11.5299268911536
2019-12-15	5.44150614657878
2020-01-15	5.00025674807117
2020-02-15	0
2020-03-15	17.4150256417478
2020-04-15	51.7845809339556
2020-05-15	89.5576919735058
2020-06-15	105.624214118222
2020-07-15	125.599593347254
2020-08-15	97.8195891848749
2020-09-15	62.1496170952812
2020-10-15	28.2688194769579
2020-11-15	6.37349713837179
2020-12-15	3.47902283242635
2021-01-15	3.59939009114945
2021-02-15	0.139333547176576
2021-03-15	18.2433423571461
2021-04-15	56.6580677060992
2021-05-15	79.4976186080684
2021-06-15	112.126373314061
2021-07-15	107.457167444076
2021-08-15	98.1945314411958
2021-09-15	53.2431541356505
2021-10-15	33.9928341654331
2021-11-15	14.3758997521817
2021-12-15	1.89740356124865
2022-01-15	6.48553118121647
2022-02-15	7.49688858135777
2022-03-15	20.2737378934519
2022-04-15	44.275194513949
2022-05-15	92.9206622235302
2022-06-15	119.745031171869
2022-07-15	121.185426909475
2022-08-15	101.408522632024
2022-09-15	58.7651520410511
2022-10-15	31.2593657538917
2022-11-15	4.73843410621407
2022-12-15	1.12233097517412
2023-01-15	7.45053984224497
2023-02-15	4.23348158173401
2023-03-15	28.7671076079746
2023-04-15	61.0149433674761
2023-05-15	90.6234463519395
2023-06-15	104.6776441602
2023-07-15	113.616959259485
2023-08-15	103.200247625161
2023-09-15	60.3972665839223
2023-10-15	30.3555356093374
2023-11-15	10.5971828186587
2023-12-15	5.27828752485069
2024-01-15	5.51157751330455
2024-02-15	12.5623144745558
2024-03-15	27.0391128239846
2024-04-15	56.9237655586579
2024-05-15	82.3828657844073
2024-06-15	115.949348876853
2024-07-15	122.285398750691
2024-08-15	88.4758950905164
2024-09-15	58.1231081418591
2024-10-15	27.3978320843479
2024-11-15	10.3152281945564
2024-12-15	4.03230437719872
2025-01-15	3.86777682149158
2025-02-15	10.8696415815628
2025-03-15	19.6554053965872
2025-04-15	61.8591808948811
2025-05-15	103.32132588757
2025-06-15	126.923238888763
2025-07-15	119.389444288906
2025-08-15	100.977538137599
2025-09-15	57.6739180187213
2025-10-15	34.1814018589704
2025-11-15	12.5993985346764
2025-12-15	4.03786505319692
2026-01-15	4.91775399303864
2026-02-15	7.63317724745579
2026-03-15	32.7730018905702
2026-04-15	55.9000796432804
2026-05-15	92.2116485700261
2026-06-15	105.721411802853
2026-07-15	98.6137720816605
2026-08-15	105.005783580688
2026-09-15	54.0316326762168
2026-10-15	24.9449881185852
2026-11-15	11.6274535294893
2026-12-15	6.6408398336108
2027-01-15	4.44186429086064
2027-02-15	7.16808950706159
2027-03-15	27.5371698791087
2027-04-15	39.3527263748119
2027-05-15	89.6187407880092
2027-06-15	119.339624052932
2027-07-15	121.748968320584
2027-08-15	98.7219337512847
2027-09-15	55.7512049878777
2027-10-15	30.2291731123611
2027-11-15	11.1632467852442
2027-12-15	7.18163308705712
2028-01-15	5.91446250596417
2028-02-15	6.55652351808311
2028-03-15	35.7446343263916
2028-04-15	59.5842007064191
2028-05-15	93.4824482967597
2028-06-15	107.792817007871
2028-07-15	121.309914741031
2028-08-15	103.921854429301
2028-09-15	54.5553072769698
2028-10-15	31.5679550248946
2028-11-15	12.2406232457078
2028-12-15	5.14450827626344
2029-01-15	8.50962535256173
2029-02-15	15.9142961275181
2029-03-15	30.9155875331502
2029-04-15	58.1514107048586
2029-05-15	93.4607245449051
2029-06-15	98.9039441634233
2029-07-15	108.138714415829
2029-08-15	97.1607555390891
2029-09-15	60.1378737734285
2029-10-15	36.8344736063355
2029-11-15	10.3953751971171
2029-12-15	4.13034601032606
2030-01-15	6.76920820760169
2030-02-15	16.8551965002617
2030-03-15	18.9329645178628
2030-04-15	50.9501868941573
2030-05-15	86.0333726674411
2030-06-15	119.212871891112
2030-07-15	117.361827895239
2030-08-15	107.764804562723
2030-09-15	67.7296984955241
2030-10-15	37.5831338790803
2030-11-15	12.0653121608932
2030-12-15	5.42191109371616
2031-01-15	6.46106291371956
2031-02-15	7.90065461076345
2031-03-15	35.6842038708516
2031-04-15	52.9606407602259
2031-05-15	98.7448759155018
2031-06-15	123.440467721116
2031-07-15	114.606407462573
2031-08-15	102.185606206466
2031-09-15	60.8982577577766
2031-10-15	32.1867447165327
2031-11-15	11.8841819407244
2031-12-15	2.51886558406075
2032-01-15	6.86355534750271
2032-02-15	11.1524747136943
2032-03-15	29.7755522793919
2032-04-15	47.7041378385886
2032-05-15	91.4752101745337
2032-06-15	114.946799505179
2032-07-15	124.073829128633
2032-08-15	101.435970382144
2032-09-15	64.9955588907245
2032-10-15	29.815465792736
2032-11-15	12.750289219524
2032-12-15	8.09918861768218
2033-01-15	8.98495861554588
2033-02-15	9.50109769844925
2033-03-15	25.8221359466252
2033-04-15	51.374119992741
2033-05-15	86.8153776787586
2033-06-15	112.417059055412
2033-07-15	127.420759535063
2033-08-15	108.098645436553
2033-09-15	59.3009428245083
2033-10-15	36.4627206732619
2033-11-15	13.6634272424847
2033-12-15	5.66603470456174
2034-01-15	4.84088878526624
2034-02-15	10.5105674434582
2034-03-15	34.5273404477545
2034-04-15	58.0476438003177
2034-05-15	90.0027042986497
2034-06-15	109.368432844635
2034-07-15	135.957200689643
2034-08-15	106.741542782841
2034-09-15	56.0811701772483
2034-10-15	27.1889118191471
2034-11-15	12.1399200898728
2034-12-15	8.7791589782713
2035-01-15	2.0216611882071
2035-02-15	17.9326322242131
2035-03-15	33.7909875103604
2035-04-15	59.1330770519679
2035-05-15	98.5152566621721
2035-06-15	123.34184281755
2035-07-15	117.676477350431
2035-08-15	104.340272243791
2035-09-15	60.3407456938547
2035-10-15	30.0584739391932
2035-11-15	9.83640059659707
2035-12-15	5.27872893662702
2036-01-15	0.170755638429859
2036-02-15	10.0056390330186
2036-03-15	26.9620924073355
2036-04-15	54.4467585884904
2036-05-15	95.9305131652302
2036-06-15	116.909379563381
2036-07-15	120.372721285867
2036-08-15	97.753309339433
2036-09-15	61.9744478736114
2036-10-15	28.3729396010957
2036-11-15	11.1215703167771
2036-12-15	1.99905148443705
2037-01-15	0.0628683885705483
2037-02-15	6.95097299452383
2037-03-15	30.1918758924466
2037-04-15	61.0782565251492
2037-05-15	100.037260454879
2037-06-15	105.284989189746
2037-07-15	111.680137819601
2037-08-15	106.098574706512
2037-09-15	62.5395792712105
2037-10-15	30.2990705732079
2037-11-15	12.5659405629887
2037-12-15	4.70154080126692
2038-01-15	6.68168364578012
2038-02-15	16.8530189880449
2038-03-15	34.2196895472211
2038-04-15	51.9949111774142
2038-05-15	93.4123063751732
2038-06-15	109.294302645238
2038-07-15	116.986682424916
2038-08-15	101.426428052948
2038-09-15	62.0736577412336
2038-10-15	34.0994322408608
2038-11-15	13.1765800596926
2038-12-15	7.43836858980243
2039-01-15	5.912541839713
2039-02-15	11.101854571397
2039-03-15	27.4443909084143
2039-04-15	56.6942972073764
2039-05-15	84.0290036160506
2039-06-15	119.548562385287
2039-07-15	118.31759612857
2039-08-15	96.0285582659889
2039-09-15	63.3294661012308
2039-10-15	30.6643454444288
2039-11-15	11.5330769146143
2039-12-15	5.58461857493314
