DTM	RACMO_EH5_P
2019-04-15	47.3322563637396
2019-05-15	95.7430320643828
2019-06-15	78.6265855552113
2019-07-15	53.8909725546181
2019-08-15	200.333608035926
2019-09-15	29.4637452632969
2019-10-15	11.8159034364824
2019-11-15	33.5409899350474
2019-12-15	21.0168200699766
2020-01-15	43.9923717214784
2020-02-15	22.4481944533981
2020-03-15	11.3354648025979
2020-04-15	49.0405743900112
2020-05-15	131.581992953204
2020-06-15	37.836912393109
2020-07-15	42.8798187289244
2020-08-15	62.1114597850021
2020-09-15	76.7236637346299
2020-10-15	8.55890570513962
2020-11-15	22.2148054904719
2020-12-15	33.0308946623287
2021-01-15	34.2205010149974
2021-02-15	29.5393483869773
2021-03-15	10.2977223230697
2021-04-15	41.3713088578185
2021-05-15	45.828592762937
2021-06-15	48.1993458798212
2021-07-15	103.480062520418
2021-08-15	42.8277533627271
2021-09-15	38.8197664078956
2021-10-15	10.6372954033339
2021-11-15	18.8216190652164
2021-12-15	13.9156319889809
2022-01-15	14.4689820652118
2022-02-15	36.7752092482467
2022-03-15	22.881928927607
2022-04-15	73.0337510621466
2022-05-15	35.8680242654333
2022-06-15	74.7360844914206
2022-07-15	23.4123995287442
2022-08-15	43.62709017971
2022-09-15	35.3564607911738
2022-10-15	15.6825500353223
2022-11-15	52.7085567578391
2022-12-15	51.2963381397961
2023-01-15	39.3489713970584
2023-02-15	17.8266721282848
2023-03-15	16.1286703842438
2023-04-15	43.6337988410974
2023-05-15	138.014463325391
2023-06-15	112.581492464508
2023-07-15	144.8367014169
2023-08-15	54.3203937524781
2023-09-15	98.4040878896951
2023-10-15	53.1995729204407
2023-11-15	36.2327363837491
2023-12-15	49.1841197988833
2024-01-15	46.2290858957336
2024-02-15	21.6529001498628
2024-03-15	36.8651439587387
2024-04-15	5.89294669920955
2024-05-15	77.6310045345681
2024-06-15	67.2537253847321
2024-07-15	20.3549702065356
2024-08-15	177.819255087778
2024-09-15	102.329776323136
2024-10-15	31.1617303770902
2024-11-15	37.6973727832225
2024-12-15	38.5318874986986
2025-01-15	23.0462277835863
2025-02-15	55.2077523863462
2025-03-15	21.2437946378733
2025-04-15	33.2405784170418
2025-05-15	26.4781220975379
2025-06-15	42.422857722143
2025-07-15	46.9562554191166
2025-08-15	23.5041912509269
2025-09-15	37.3126456800591
2025-10-15	14.7766730741919
2025-11-15	34.5888545456824
2025-12-15	29.6053078755941
2026-01-15	33.2326810510982
2026-02-15	23.0767653329042
2026-03-15	30.2211994944338
2026-04-15	40.6178981029139
2026-05-15	36.7124241071208
2026-06-15	62.8864002733106
2026-07-15	84.8094571497648
2026-08-15	64.1175483164992
2026-09-15	80.7734833302608
2026-10-15	30.9476297293138
2026-11-15	29.7867179834092
2026-12-15	27.2926129359824
2027-01-15	26.959613658095
2027-02-15	25.966562508999
2027-03-15	19.8942600934717
2027-04-15	56.4203036780531
2027-05-15	40.5617504723159
2027-06-15	26.1240169481224
2027-07-15	34.3084147969278
2027-08-15	49.9965578545481
2027-09-15	39.014445195159
2027-10-15	21.2428661950315
2027-11-15	50.1506663848744
2027-12-15	12.0627104613166
2028-01-15	16.3784141386902
2028-02-15	56.2299559737164
2028-03-15	13.9875894654832
2028-04-15	42.9791409938415
2028-05-15	58.494416791232
2028-06-15	97.9580904137469
2028-07-15	23.2693722388017
2028-08-15	39.7369596765694
2028-09-15	39.0916570310113
2028-10-15	73.1143430097208
2028-11-15	37.8860531178967
2028-12-15	57.2625491722511
2029-01-15	17.575623431988
2029-02-15	29.8027601660141
2029-03-15	43.8731841391371
